pokemon,format,won,lost,moves
Alakazam,[Gen 2] OU,1305,1772,"['Attract', 'Barrage', 'Barrier', 'Bide', 'Body Slam', 'Bubble Beam', 'Confusion', 'Constrict', 'Conversion', 'Conversion 2', 'Counter', 'Crunch', 'Curse', 'Dig', 'Disable', 'Double-Edge', 'Dream Eater', 'Dynamic Punch', 'Earthquake', 'Encore', 'Explosion', 'Fire Punch', 'Flash', 'Frustration', 'Fury Attack', 'Fury Cutter', 'Future Sight', 'Giga Drain', 'Guillotine', 'Hidden Power', 'Hyper Beam', 'Hypnosis', 'Ice Punch', 'Icy Wind', 'Karate Chop', 'Kinesis', 'Light Screen', 'Magnitude', 'Mean Look', 'Mega Drain', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Outrage', 'Pain Split', 'Petal Dance', 'Protect', 'Psybeam', 'Psych Up', 'Psychic', 'Psywave', 'Recover', 'Reflect', 'Rest', 'Return', 'Reversal', 'Roar', 'Rock Throw', 'Rollout', 'Sacred Fire', 'Sand Attack', 'Sandstorm', 'Seismic Toss', 'Shadow Ball', 'Sing', 'Skull Bash', 'Sleep Talk', 'Sludge Bomb', 'Smog', 'Soft-Boiled', 'Spark', 'Splash', 'Struggle', 'Submission', 'Substitute', 'Sunny Day', 'Swagger', 'Sweet Kiss', 'Swift', 'Synthesis', 'Thief', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'Transform', 'Tri Attack', 'Twister', 'Waterfall', 'Whirlpool', 'Zap Cannon']"
Alakazam,[Gen 2] UBERS,47,44,"['Attract', 'Bone Club', 'Confusion', 'Disable', 'Dynamic Punch', 'Encore', 'Fire Punch', 'Future Sight', 'Hidden Power', 'Ice Punch', 'Kinesis', 'Megahorn', 'Metronome', 'Mimic', 'Psybeam', 'Psychic', 'Quick Attack', 'Recover', 'Reflect', 'Shadow Ball', 'Substitute', 'Swagger', 'Swords Dance', 'Thief', 'Thunder Punch', 'Thunder Wave', 'Toxic']"
Alakazam,[Gen 3] OU,4229,5401,"['Assist', 'Astonish', 'Attract', 'Barrier', 'Baton Pass', 'Bite', 'Blast Burn', 'Block', 'Body Slam', 'Bulk Up', 'Bullet Seed', 'Calm Mind', 'Comet Punch', 'Confusion', 'Counter', 'Crabhammer', 'Disable', 'Double-Edge', 'Dragon Rage', 'Dream Eater', 'Dynamic Punch', 'Encore', 'Endure', 'Eruption', 'Explosion', 'Facade', 'Feather Dance', 'Fire Punch', 'Fissure', 'Focus Punch', 'Future Sight', 'Glare', 'Growl', 'Hidden Power', 'Hydro Pump', 'Hyper Beam', 'Ice Ball', 'Ice Punch', 'Imprison', 'Iron Tail', 'Kinesis', 'Knock Off', 'Leech Life', 'Leech Seed', 'Lick', 'Light Screen', 'Low Kick', 'Mach Punch', 'Magnitude', 'Mega Kick', 'Mega Punch', 'Memento', 'Metal Claw', 'Metronome', 'Muddy Water', 'Nightmare', 'Overheat', 'Pin Missile', 'Poison Fang', 'Pound', 'Powder Snow', 'Present', 'Protect', 'Psybeam', 'Psych Up', 'Psychic', 'Pursuit', 'Rain Dance', 'Recover', 'Reflect', 'Rest', 'Rock Slide', 'Role Play', 'Rollout', 'Sacred Fire', 'Safeguard', 'Secret Power', 'Seismic Toss', 'Shadow Ball', 'Shock Wave', 'Skill Swap', 'Skull Bash', 'Sleep Powder', 'Sludge Bomb', 'Snatch', 'Snore', 'Spit Up', 'Spore', 'Struggle', 'Stun Spore', 'Submission', 'Substitute', 'Sunny Day', 'Superpower', 'Swagger', 'Tackle', 'Take Down', 'Taunt', 'Thief', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'Trick', 'Twineedle', 'Uproar', 'Wrap']"
Alakazam,[Gen 3] UBERS,125,167,"['Barrier', 'Blizzard', 'Body Slam', 'Calm Mind', 'Disable', 'Double-Edge', 'Dream Eater', 'Encore', 'Facade', 'Fire Punch', 'Flash', 'Focus Punch', 'Future Sight', 'Hidden Power', 'Hyper Beam', 'Ice Punch', 'Kinesis', 'Knock Off', 'Light Screen', 'Metronome', 'Morning Sun', 'Protect', 'Psybeam', 'Psychic', 'Recover', 'Reflect', 'Rest', 'Roar', 'Rock Smash', 'Role Play', 'Safeguard', 'Screech', 'Seismic Toss', 'Shadow Ball', 'Shock Wave', 'Sleep Talk', 'Substitute', 'Swagger', 'Taunt', 'Thief', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'Trick', 'Triple Kick', 'Vital Throw']"
Alakazam,[Gen 3] UU,9,13,"['Calm Mind', 'Encore', 'Fire Punch', 'Hidden Power', 'Psychic', 'Recover', 'Taunt', 'Thunder Punch', 'Thunder Wave']"
Alakazam,[Gen 3] UUBL,1,1,['Thunder Punch']
Alakazam,[Gen 4] NU,0,2,['Psychic']
Alakazam,[Gen 4] OU,928,1562,"['Attract', 'Barrier', 'Body Slam', 'Calm Mind', 'Charge Beam', 'Confusion', 'Counter', 'Disable', 'Double-Edge', 'Drain Punch', 'Encore', 'Energy Ball', 'Fire Punch', 'Flash', 'Fling', 'Focus Blast', 'Focus Punch', 'Future Sight', 'Giga Impact', 'Grass Knot', 'Gravity', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Ice Punch', 'Knock Off', 'Light Screen', 'Magic Coat', 'Mega Kick', 'Metronome', 'Protect', 'Psybeam', 'Psychic', 'Psycho Cut', 'Recover', 'Recycle', 'Reflect', 'Rest', 'Seismic Toss', 'Shadow Ball', 'Shock Wave', 'Signal Beam', 'Substitute', 'Sunny Day', 'Swagger', 'Sweet Scent', 'Taunt', 'Thunder Punch', 'Thunder Wave', 'Torment', 'Toxic', 'Toxic Spikes', 'Trick', 'Trick Room', 'Zen Headbutt']"
Alakazam,[Gen 4] UBERS,180,265,"['Absorb', 'Acid Armor', 'Aqua Ring', 'Attack Order', 'Barrage', 'Belly Drum', 'Blaze Kick', 'Brave Bird', 'Bubble Beam', 'Bug Buzz', 'Bulk Up', 'Bullet Seed', 'Calm Mind', 'Captivate', 'Close Combat', 'Comet Punch', 'Confusion', 'Curse', 'Disable', 'Drain Punch', 'Dynamic Punch', 'Encore', 'Energy Ball', 'Fire Punch', 'Focus Blast', 'Focus Punch', 'Frenzy Plant', 'Glare', 'Grass Knot', 'Gravity', 'Growth', 'Guard Swap', 'Guillotine', 'Harden', 'Headbutt', 'Healing Wish', 'Heart Swap', 'Hidden Power', 'Hydro Cannon', 'Ice Punch', 'Icicle Spear', 'Lava Plume', 'Leaf Storm', 'Lick', 'Light Screen', 'Magnet Rise', 'Meditate', 'Mega Drain', 'Metal Claw', 'Metronome', 'Milk Drink', 'Moonlight', 'Muddy Water', 'Night Shade', 'Night Slash', 'Ominous Wind', 'Pay Day', 'Perish Song', 'Petal Dance', 'Poison Powder', 'Present', 'Psybeam', 'Psychic', 'Psycho Cut', 'Rain Dance', 'Razor Leaf', 'Recover', 'Reflect', 'Rest', 'Sandstorm', 'Scary Face', 'Screech', 'Secret Power', 'Seed Bomb', 'Seismic Toss', 'Shadow Ball', 'Shadow Claw', 'Shadow Punch', 'Shock Wave', 'Signal Beam', 'Sing', 'Slack Off', 'Spider Web', 'Spore', 'Stomp', 'String Shot', 'Substitute', 'Swallow', 'Sweet Scent', 'Tail Glow', 'Taunt', 'Teleport', 'Thunder Punch', 'Thunder Wave', 'Torment', 'Trick', 'Trick Room', 'Triple Kick', 'Water Gun', 'Whirlwind', 'Zen Headbutt']"
Alakazam,[Gen 4] UU,457,660,"['Calm Mind', 'Charge Beam', 'Counter', 'Disable', 'Drain Punch', 'Encore', 'Energy Ball', 'Fire Punch', 'Focus Blast', 'Focus Punch', 'Future Sight', 'Grass Knot', 'Hidden Power', 'Ice Punch', 'Light Screen', 'Protect', 'Psychic', 'Rain Dance', 'Recover', 'Reflect', 'Return', 'Shadow Ball', 'Signal Beam', 'Substitute', 'Sunny Day', 'Taunt', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'Trick']"
Alakazam,[gen 1] OU,12,19,[]
Alakazam,[gen 3] OU,2,4,[]
Alakazam,[gen 4] OU,0,1,[]
Alakazam-Mega,[Gen 1] OU,1,1,[]
Alakazam-Mega,[Gen 2] OU,2,1,[]
Alakazam-Mega,[Gen 3] OU,1,0,[]
Altaria,[Gen 1] UBERS,2,1,[]
Altaria,[Gen 3] OU,534,834,"['Aerial Ace', 'Aeroblast', 'Agility', 'Attract', 'Baton Pass', 'Body Slam', 'Double-Edge', 'Dragon Breath', 'Dragon Claw', 'Dragon Dance', 'Dream Eater', 'Earthquake', 'Endure', 'Fire Blast', 'Flamethrower', 'Fly', 'Frustration', 'Haze', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Iron Tail', 'Mirror Move', 'Peck', 'Perish Song', 'Protect', 'Psych Up', 'Pursuit', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Safeguard', 'Sing', 'Sky Attack', 'Sleep Talk', 'Solar Beam', 'Steel Wing', 'Struggle', 'Substitute', 'Sunny Day', 'Surf', 'Swagger', 'Take Down', 'Thief', 'Toxic']"
Altaria,[Gen 3] UBERS,51,67,"['Aerial Ace', 'Dragon Breath', 'Dragon Claw', 'Dragon Dance', 'Earthquake', 'Facade', 'Fire Blast', 'Flamethrower', 'Fly', 'Haze', 'Heal Bell', 'Hidden Power', 'Ice Beam', 'Peck', 'Perish Song', 'Protect', 'Pursuit', 'Rest', 'Roar', 'Sing', 'Sky Attack', 'Sleep Talk', 'Steel Wing', 'Substitute', 'Toxic']"
Altaria,[Gen 3] UU,181,267,"['Aerial Ace', 'Agility', 'Body Slam', 'Double-Edge', 'Dragon Breath', 'Dragon Claw', 'Dragon Dance', 'Earthquake', 'Facade', 'Fire Blast', 'Flamethrower', 'Fly', 'Haze', 'Heal Bell', 'Hidden Power', 'Ice Beam', 'Iron Tail', 'Perish Song', 'Protect', 'Rest', 'Return', 'Roar', 'Sky Attack', 'Sleep Talk', 'Substitute', 'Sunny Day', 'Toxic']"
Altaria,[Gen 4] NU,8,11,"['Draco Meteor', 'Dragon Claw', 'Dragon Dance', 'Dragon Pulse', 'Fire Blast', 'Heal Bell', 'Rest', 'Roost']"
Altaria,[Gen 4] OU,101,281,"['Aerial Ace', 'Agility', 'Body Slam', 'Draco Meteor', 'Dragon Breath', 'Dragon Claw', 'Dragon Dance', 'Dragon Pulse', 'Dragon Rush', 'Dream Eater', 'Earthquake', 'Fire Blast', 'Flamethrower', 'Fly', 'Haze', 'Heal Bell', 'Heat Wave', 'Hidden Power', 'Ice Beam', 'Outrage', 'Peck', 'Perish Song', 'Pluck', 'Power Swap', 'Protect', 'Pursuit', 'Rain Dance', 'Refresh', 'Rest', 'Roar', 'Roost', 'Safeguard', 'Sing', 'Sky Attack', 'Sleep Talk', 'Steel Wing', 'Substitute', 'Tailwind', 'Toxic']"
Altaria,[Gen 4] UBERS,51,74,"['Aerial Ace', 'Dragon Breath', 'Dragon Claw', 'Dragon Dance', 'Earthquake', 'Fire Blast', 'Flamethrower', 'Fly', 'Haze', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Outrage', 'Perish Song', 'Pluck', 'Protect', 'Rain Dance', 'Rest', 'Return', 'Roost', 'Safeguard', 'Solar Beam', 'Substitute', 'Toxic']"
Altaria,[Gen 4] UU,187,248,"['Aerial Ace', 'Body Slam', 'Draco Meteor', 'Dragon Claw', 'Dragon Dance', 'Dragon Pulse', 'Earthquake', 'Feather Dance', 'Fire Blast', 'Flamethrower', 'Fly', 'Haze', 'Heal Bell', 'Hidden Power', 'Ice Beam', 'Outrage', 'Perish Song', 'Pursuit', 'Refresh', 'Rest', 'Roar', 'Roost', 'Struggle', 'Substitute', 'Sunny Day', 'Tailwind', 'Toxic']"
Altaria,[gen 3] OU,2,0,[]
Ambipom,[Gen 2] OU,0,1,"['Baton Pass', 'Counter', 'Return']"
Ambipom,[Gen 4] OU,863,935,"['Aerial Ace', 'Agility', 'Astonish', 'Attract', 'Baton Pass', 'Beat Up', 'Body Slam', 'Bounce', 'Brick Break', 'Counter', 'Covet', 'Dig', 'Double Hit', 'Double Slap', 'Double-Edge', 'Dream Eater', 'Facade', 'Fake Out', 'Fire Punch', 'Fling', 'Focus Punch', 'Frustration', 'Fury Swipes', 'Giga Impact', 'Grass Knot', 'Gunk Shot', 'Hidden Power', 'Ice Punch', 'Knock Off', 'Last Resort', 'Low Kick', 'Nasty Plot', 'Payback', 'Protect', 'Pursuit', 'Rain Dance', 'Return', 'Rock Smash', 'Seed Bomb', 'Shadow Ball', 'Shadow Claw', 'Shock Wave', 'Substitute', 'Sunny Day', 'Swift', 'Taunt', 'Thief', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Tickle', 'Toxic', 'U-Turn', 'Water Pulse']"
Ambipom,[Gen 4] UBERS,57,70,"['Aerial Ace', 'Agility', 'Baton Pass', 'Brick Break', 'Double Hit', 'Facade', 'Fake Out', 'Fire Punch', 'Ice Punch', 'Knock Off', 'Last Resort', 'Low Kick', 'Nasty Plot', 'Payback', 'Protect', 'Pursuit', 'Return', 'Seed Bomb', 'Solar Beam', 'Taunt', 'Thunder Punch', 'Thunder Wave', 'U-Turn', 'Water Pulse']"
Ambipom,[Gen 4] UU,319,337,"['Aerial Ace', 'Agility', 'Baton Pass', 'Beat Up', 'Brick Break', 'Double Hit', 'Double Slap', 'Double-Edge', 'Facade', 'Fake Out', 'Fire Punch', 'Fling', 'Focus Punch', 'Frustration', 'Fury Cutter', 'Grass Knot', 'Gunk Shot', 'Ice Punch', 'Knock Off', 'Last Resort', 'Low Kick', 'Nasty Plot', 'Payback', 'Pursuit', 'Rain Dance', 'Return', 'Seed Bomb', 'Shadow Claw', 'Sunny Day', 'Taunt', 'Thief', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'U-Turn', 'Water Pulse']"
Ampharos,[Gen 1] OU,0,1,"['Tail Glow', 'Zippy Zap']"
Ampharos,[Gen 2] OU,581,758,"['Attract', 'Body Slam', 'Cotton Spore', 'Curse', 'Dynamic Punch', 'Fire Punch', 'Flash', 'Frustration', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Light Screen', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Rock Smash', 'Safeguard', 'Sleep Talk', 'Strength', 'Swagger', 'Swift', 'Take Down', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Zap Cannon']"
Ampharos,[Gen 2] UBERS,48,60,"['Attract', 'Cotton Spore', 'Dynamic Punch', 'Fire Punch', 'Flash', 'Headbutt', 'Hidden Power', 'Light Screen', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Sleep Talk', 'Strength', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Zap Cannon']"
Ampharos,[Gen 2] UU,277,336,"['Body Slam', 'Cotton Spore', 'Dynamic Punch', 'Fire Punch', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Rock Smash', 'Sleep Talk', 'Struggle', 'Swagger', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Zap Cannon']"
Ampharos,[Gen 3] OU,456,646,"['Attract', 'Body Slam', 'Brick Break', 'Charge', 'Cotton Spore', 'Counter', 'Defense Curl', 'Double-Edge', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Flash', 'Focus Punch', 'Frustration', 'Growl', 'Heal Bell', 'Hidden Power', 'Iron Tail', 'Light Screen', 'Mega Kick', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Safeguard', 'Screech', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Struggle', 'Substitute', 'Swagger', 'Tackle', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[Gen 3] UBERS,57,70,"['Body Slam', 'Counter', 'Defense Curl', 'Fire Punch', 'Focus Punch', 'Growl', 'Heal Bell', 'Hidden Power', 'Iron Tail', 'Light Screen', 'Protect', 'Rain Dance', 'Reflect', 'Seismic Toss', 'Sleep Talk', 'Substitute', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[Gen 3] UU,327,332,"['Body Slam', 'Brick Break', 'Counter', 'Double-Edge', 'Dynamic Punch', 'Fire Punch', 'Focus Punch', 'Heal Bell', 'Hidden Power', 'Iron Tail', 'Light Screen', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Rock Smash', 'Seismic Toss', 'Sleep Talk', 'Substitute', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[Gen 4] NU,74,88,"['Body Slam', 'Brick Break', 'Charge', 'Charge Beam', 'Counter', 'Discharge', 'Fire Punch', 'Focus Blast', 'Heal Bell', 'Hidden Power', 'Light Screen', 'Magnet Rise', 'Outrage', 'Power Gem', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Signal Beam', 'Sleep Talk', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[Gen 4] OU,174,414,"['Body Slam', 'Brick Break', 'Charge', 'Charge Beam', 'Cotton Spore', 'Defense Curl', 'Discharge', 'Double-Edge', 'Dynamic Punch', 'Fire Punch', 'Flash', 'Flatter', 'Focus Blast', 'Focus Punch', 'Headbutt', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Light Screen', 'Magnet Rise', 'Outrage', 'Power Gem', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Rock Climb', 'Screech', 'Signal Beam', 'Sleep Talk', 'Substitute', 'Tackle', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[Gen 4] UBERS,104,139,"['Body Slam', 'Brick Break', 'Charge', 'Counter', 'Discharge', 'Flash', 'Focus Blast', 'Focus Punch', 'Heal Bell', 'Hidden Power', 'Iron Tail', 'Light Screen', 'Outrage', 'Power Gem', 'Protect', 'Rain Dance', 'Reflect', 'Rock Climb', 'Signal Beam', 'Strength', 'Substitute', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[Gen 4] UU,26,36,"['Brick Break', 'Charge Beam', 'Discharge', 'Focus Blast', 'Heal Bell', 'Hidden Power', 'Iron Tail', 'Light Screen', 'Rain Dance', 'Reflect', 'Rest', 'Signal Beam', 'Sleep Talk', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Ampharos,[gen 3] OU,1,0,[]
Anorith,[Gen 3] NU,11,13,"['Brick Break', 'Double-Edge', 'Hidden Power', 'Rock Blast', 'Rock Slide', 'Sandstorm', 'Swords Dance']"
Anorith,[Gen 3] OU,61,86,"['Aerial Ace', 'Ancient Power', 'Brick Break', 'Double-Edge', 'Endure', 'Fury Cutter', 'Hidden Power', 'Knock Off', 'Metal Claw', 'Protect', 'Rapid Spin', 'Rest', 'Return', 'Rock Blast', 'Rock Slide', 'Sleep Talk', 'Substitute', 'Swords Dance', 'Toxic']"
Anorith,[Gen 3] UBERS,1,3,"['Hidden Power', 'Rock Slide', 'Rock Tomb', 'Secret Power', 'Water Pulse']"
Anorith,[Gen 3] UU,1,3,"['Double-Edge', 'Hidden Power', 'Rock Blast', 'Swords Dance']"
Anorith,[Gen 4] NU,3,1,"['Rapid Spin', 'Rock Slide', 'Stealth Rock', 'X-Scissor']"
Anorith,[Gen 4] OU,6,6,"['Protect', 'Rapid Spin', 'Stealth Rock', 'Toxic', 'X-Scissor']"
Anorith,[Gen 4] UBERS,0,1,[]
Anorith,[Gen 4] UU,1,0,[]
Appletun,[Gen 1] OU,0,2,[]
Araquanid,[Gen 3] UBERS,0,1,[]
Arbok,[Gen 1] NU,6,17,"['Body Slam', 'Earthquake', 'Glare', 'Hyper Beam', 'Rock Slide', 'Wrap']"
Arbok,[Gen 1] OU,234,285,"['Acid', 'Bide', 'Bite', 'Body Slam', 'Dig', 'Double-Edge', 'Earthquake', 'Glare', 'Hyper Beam', 'Mega Drain', 'Poison Sting', 'Rage', 'Rest', 'Rock Slide', 'Screech', 'Strength', 'Struggle', 'Substitute', 'Take Down', 'Toxic', 'Wrap']"
Arbok,[Gen 1] UBERS,10,23,"['Acid', 'Body Slam', 'Double-Edge', 'Earthquake', 'Glare', 'Hyper Beam', 'Mega Drain', 'Poison Sting', 'Screech', 'Substitute', 'Toxic', 'Wrap']"
Arbok,[Gen 1] UU,14,25,"['Body Slam', 'Earthquake', 'Glare', 'Hyper Beam', 'Mega Drain', 'Rock Slide', 'Substitute', 'Wrap']"
Arbok,[Gen 2] NU,33,42,"['Crunch', 'Curse', 'Earthquake', 'Frustration', 'Giga Drain', 'Glare', 'Haze', 'Pursuit', 'Rest', 'Rock Slide', 'Screech', 'Sleep Talk', 'Sludge Bomb', 'Spite', 'Substitute', 'Swagger', 'Thief', 'Toxic']"
Arbok,[Gen 2] OU,44,65,"['Acid', 'Bite', 'Body Slam', 'Crunch', 'Curse', 'Dig', 'Earthquake', 'Giga Drain', 'Glare', 'Headbutt', 'Hyper Beam', 'Leer', 'Poison Sting', 'Rest', 'Return', 'Rock Slide', 'Sleep Talk', 'Sludge Bomb', 'Substitute', 'Swagger', 'Thief', 'Toxic', 'Wrap']"
Arbok,[Gen 2] UBERS,3,9,"['Attract', 'Dig', 'Earthquake', 'Giga Drain', 'Glare', 'Sludge Bomb']"
Arbok,[Gen 2] UU,1,10,"['Crunch', 'Curse', 'Earthquake', 'Glare', 'Protect', 'Rock Slide', 'Sludge Bomb', 'Substitute']"
Arbok,[Gen 3] NU,81,78,"['Beat Up', 'Body Slam', 'Double-Edge', 'Earthquake', 'Giga Drain', 'Glare', 'Haze', 'Hidden Power', 'Protect', 'Pursuit', 'Rest', 'Rock Slide', 'Sludge Bomb', 'Substitute', 'Thief', 'Toxic']"
Arbok,[Gen 3] OU,86,118,"['Body Slam', 'Dig', 'Double-Edge', 'Earthquake', 'Endure', 'Giga Drain', 'Glare', 'Haze', 'Hidden Power', 'Poison Fang', 'Protect', 'Rest', 'Rock Slide', 'Sleep Talk', 'Sludge Bomb', 'Snatch', 'Spite', 'Stockpile', 'Substitute', 'Swords Dance', 'Thief', 'Torment', 'Toxic', 'Wrap']"
Arbok,[Gen 3] UBERS,5,20,"['Beat Up', 'Earthquake', 'Giga Drain', 'Glare', 'Hyper Beam', 'Iron Tail', 'Rock Slide', 'Screech', 'Sleep Talk', 'Sludge Bomb', 'Stockpile', 'Struggle', 'Wrap']"
Arbok,[Gen 3] UU,4,2,"['Body Slam', 'Earthquake', 'Glare', 'Rock Slide', 'Sludge Bomb']"
Arbok,[Gen 4] NU,10,29,"['Crunch', 'Earthquake', 'Fire Fang', 'Glare', 'Gunk Shot', 'Haze', 'Poison Jab', 'Pursuit', 'Rock Slide', 'Seed Bomb', 'Substitute', 'Switcheroo']"
Arbok,[Gen 4] OU,37,65,"['Aqua Tail', 'Body Slam', 'Crunch', 'Disable', 'Earthquake', 'Facade', 'Fire Fang', 'Gastro Acid', 'Glare', 'Gunk Shot', 'Headbutt', 'Mud Bomb', 'Payback', 'Poison Fang', 'Poison Jab', 'Protect', 'Pursuit', 'Seed Bomb', 'Sludge Bomb', 'Stockpile', 'Swagger', 'Switcheroo', 'Thunder Fang', 'Torment', 'Toxic']"
Arbok,[Gen 4] UBERS,24,48,"['Aqua Tail', 'Body Slam', 'Crunch', 'Earthquake', 'Fire Fang', 'Frustration', 'Glare', 'Gunk Shot', 'Ice Fang', 'Poison Fang', 'Poison Jab', 'Protect', 'Pursuit', 'Rest', 'Rock Slide', 'Seed Bomb', 'Stockpile', 'Strength', 'Switcheroo', 'Toxic']"
Arbok,[Gen 4] UU,5,3,"['Earthquake', 'Gunk Shot', 'Poison Jab', 'Switcheroo']"
Arcanine,[Gen 1] NU,238,248,"['Agility', 'Body Slam', 'Double-Edge', 'Ember', 'Fire Blast', 'Flamethrower', 'Hyper Beam', 'Reflect', 'Rest', 'Substitute', 'Toxic']"
Arcanine,[Gen 1] OU,686,1512,"['Agility', 'Bide', 'Bite', 'Body Slam', 'Dig', 'Double-Edge', 'Dragon Rage', 'Earthquake', 'Ember', 'Fire Blast', 'Flamethrower', 'Flash', 'Hyper Beam', 'Leer', 'Mimic', 'Psychic', 'Psywave', 'Rage', 'Recover', 'Reflect', 'Rest', 'Roar', 'Seismic Toss', 'Skull Bash', 'Soft-Boiled', 'Struggle', 'Substitute', 'Surf', 'Swift', 'Take Down', 'Teleport', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Arcanine,[Gen 1] UBERS,41,108,"['Agility', 'Bide', 'Bite', 'Body Slam', 'Double-Edge', 'Dragon Rage', 'Ember', 'Fire Blast', 'Flamethrower', 'Hyper Beam', 'Leer', 'Mimic', 'Razor Leaf', 'Reflect', 'Rest', 'Roar', 'Skull Bash', 'Substitute', 'Swift', 'Take Down', 'Toxic']"
Arcanine,[Gen 1] UU,96,117,"['Agility', 'Bite', 'Body Slam', 'Double-Edge', 'Dragon Rage', 'Ember', 'Fire Blast', 'Flamethrower', 'Hyper Beam', 'Leer', 'Mimic', 'Reflect', 'Rest', 'Roar', 'Substitute', 'Swift', 'Take Down', 'Toxic']"
Arcanine,[Gen 2] OU,228,429,"['Agility', 'Attract', 'Bite', 'Body Slam', 'Crunch', 'Curse', 'Dig', 'Double-Edge', 'Dragon Breath', 'Dragon Rage', 'Ember', 'Extreme Speed', 'Fire Blast', 'Fire Spin', 'Flame Wheel', 'Flamethrower', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Mimic', 'Present', 'Protect', 'Reflect', 'Rest', 'Return', 'Roar', 'Skull Bash', 'Sleep Talk', 'Substitute', 'Sunny Day', 'Swagger', 'Swift', 'Take Down', 'Thrash', 'Toxic']"
Arcanine,[Gen 2] UBERS,15,33,"['Agility', 'Attract', 'Bite', 'Body Slam', 'Crunch', 'Curse', 'Dig', 'Double-Edge', 'Dragon Breath', 'Dragon Rage', 'Extreme Speed', 'Fire Blast', 'Flame Wheel', 'Flamethrower', 'Headbutt', 'Hidden Power', 'Rest', 'Roar', 'Rock Smash', 'Sleep Talk', 'Swift', 'Take Down', 'Thrash', 'Toxic']"
Arcanine,[Gen 2] UU,105,147,"['Agility', 'Body Slam', 'Crunch', 'Curse', 'Double-Edge', 'Dragon Breath', 'Dragon Rage', 'Extreme Speed', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Frustration', 'Headbutt', 'Hidden Power', 'Iron Tail', 'Protect', 'Reflect', 'Rest', 'Return', 'Roar', 'Sleep Talk', 'Substitute', 'Sunny Day', 'Toxic']"
Arcanine,[Gen 3] OU,2021,2965,"['Aerial Ace', 'Agility', 'Attract', 'Bite', 'Body Slam', 'Charm', 'Crunch', 'Dig', 'Double-Edge', 'Endure', 'Extreme Speed', 'Facade', 'Fire Blast', 'Fire Spin', 'Flame Wheel', 'Flamethrower', 'Frustration', 'Heat Wave', 'Helping Hand', 'Hidden Power', 'Howl', 'Hyper Beam', 'Iron Tail', 'Mimic', 'Odor Sleuth', 'Overheat', 'Protect', 'Rest', 'Return', 'Roar', 'Rock Smash', 'Safeguard', 'Secret Power', 'Seismic Toss', 'Sleep Talk', 'Strength', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Thief', 'Thrash', 'Toxic']"
